caseid,age,if_discrim,if_cyber_bullying,if_drugs,if_drink,if_school_attandence,if_mental_healthy,working_hour_weekly,number_relative_friends
15540,1,0,0,0,7,1,3,NA,10
15541,6,0,NA,0,6,0,3,NA,2
15542,6,0,NA,0,2,0,1,NA,10
15543,3,1,NA,0,7,0,2,NA,4
15544,3,0,NA,0,3,0,1,40,40
15545,7,0,NA,0,5,0,1,NA,10
15546,5,0,NA,0,5,0,2,40,20
15547,6,0,NA,0,2,0,2,NA,5
15548,2,0,NA,0,4,0,3,25,10
15549,7,0,NA,0,4,0,3,NA,2
15550,7,0,NA,0,7,0,2,NA,NA
15551,7,0,NA,0,5,0,1,NA,10
15552,1,0,0,0,5,1,2,20,3
15553,5,0,NA,0,3,0,2,8,16
15554,3,0,NA,0,4,0,3,37.5,4
15555,6,0,NA,0,6,0,1,NA,25
15556,2,0,NA,0,3,0,2,42,10
15557,1,1,NA,0,5,0,1,40,NA
15558,6,0,NA,0,6,0,1,NA,8
15559,7,0,NA,0,4,0,3,NA,2
15560,2,0,NA,0,4,0,1,40,6
15561,3,0,NA,0,4,0,1,40,100
15562,3,0,NA,0,7,0,1,70,6
15563,7,0,NA,0,4,0,3,NA,5
15564,3,0,1,0,5,1,2,NA,6
15565,6,0,NA,0,5,0,3,37.5,12
15566,6,0,NA,0,7,0,1,NA,NA
15567,4,0,NA,0,7,0,2,70,3
15568,1,0,0,0,5,1,2,40,4
15569,2,0,NA,0,7,0,3,NA,40
15570,7,0,NA,0,7,0,1,NA,50
15571,5,0,NA,0,7,0,1,20,0
15572,7,0,NA,0,1,0,1,NA,20
15573,3,0,NA,0,3,0,2,37.5,6
15574,4,0,NA,0,7,0,1,40,50
15575,5,0,NA,0,7,0,4,NA,4
15576,5,0,NA,0,7,0,2,NA,5
15577,2,1,0,0,1,0,1,50,50
15578,2,1,1,0,5,0,3,20,20
15579,1,1,NA,0,6,0,2,6,2
15580,3,0,NA,0,7,0,3,60,5
15581,3,0,NA,0,6,0,1,40,0
15582,5,0,NA,0,5,0,2,NA,6
15583,4,0,NA,0,5,0,2,40,12
15584,6,0,NA,0,2,0,2,NA,10
15585,7,0,NA,0,6,0,3,13.5,30
15586,5,0,NA,0,1,0,2,3,12
15587,2,0,NA,0,4,0,3,45,0
15588,6,0,NA,NA,5,0,NA,NA,5
15589,6,0,NA,0,5,0,1,NA,9
15590,5,0,NA,0,2,0,2,NA,20
15591,6,0,NA,0,5,0,2,NA,6
15592,3,0,NA,0,7,0,3,37.5,4
15593,2,0,NA,0,5,0,3,37.5,10
15594,2,0,NA,0,7,1,2,NA,8
15595,5,0,NA,0,5,0,2,60,4
15596,1,1,0,0,7,1,3,7,10
15597,2,0,NA,0,4,0,3,30,6
15598,5,0,NA,0,3,0,1,50,5
15599,3,0,NA,0,3,0,1,10,20
15600,5,0,NA,0,2,0,1,NA,10
15601,6,0,NA,0,7,0,2,NA,6
15602,3,0,NA,0,3,0,1,50,2
15603,1,0,NA,0,7,0,2,NA,5
15604,1,0,0,0,3,1,1,20,5
15605,7,0,NA,0,4,0,2,NA,10
15606,6,1,NA,0,7,0,3,NA,50
15607,3,1,NA,0,4,1,1,40,4
15608,6,0,NA,0,4,0,2,NA,12
15609,7,0,NA,0,2,0,3,NA,40
15610,3,1,NA,0,3,0,2,30,10
15611,4,1,NA,0,7,0,4,20,20
15612,5,0,NA,0,6,0,2,30,15
15613,2,0,0,0,5,0,2,NA,4
15614,3,0,NA,0,2,0,1,45,10
15615,5,0,NA,0,7,0,2,30,4
15616,4,0,NA,0,5,0,1,20,12
15617,7,0,NA,0,5,0,3,NA,2
15618,4,0,NA,0,3,0,1,40,10
15619,4,0,NA,0,2,0,1,40,12
15620,4,1,NA,0,7,0,5,NA,2
15621,3,1,NA,0,2,0,1,45,5
15622,5,0,NA,0,3,0,2,37.5,15
15623,5,0,NA,0,5,0,1,40,NA
15624,4,1,0,0,7,0,1,60,2
15625,4,0,NA,0,2,0,2,37,25
15626,2,1,NA,0,6,0,1,20,15
15627,1,0,NA,0,5,1,1,25,10
15628,4,0,NA,0,7,0,1,37.5,5
15629,2,0,NA,0,6,0,1,40,20
15630,2,0,NA,0,3,0,1,40,5
15631,7,0,NA,0,6,0,2,NA,15
15632,2,1,NA,1,3,0,4,40,10
15633,7,0,NA,0,7,0,3,NA,12
15634,5,0,NA,0,1,0,1,54,7
15635,6,0,NA,0,3,0,2,NA,25
15636,5,0,NA,0,2,0,3,NA,3
15637,5,1,1,0,5,0,3,8,10
15638,1,NA,NA,NA,NA,0,3,36,5
15639,6,1,NA,0,5,0,1,45,5
15640,5,0,NA,0,1,0,1,NA,15
15641,1,1,NA,0,4,0,3,30,15
15642,5,0,NA,0,4,0,1,NA,5
15643,4,0,NA,0,3,0,1,50,10
15644,6,0,NA,0,4,0,3,NA,10
15645,7,0,NA,0,7,0,1,NA,9
15646,5,0,NA,0,4,0,2,38.7,10
15647,5,0,NA,0,3,0,2,55,30
15648,4,0,NA,0,3,0,1,45,4
15649,3,0,NA,0,6,0,3,37.5,20
15650,7,0,NA,0,5,0,2,NA,200
15651,7,0,NA,0,3,0,1,NA,10
15652,4,0,NA,0,1,0,3,65,20
15653,6,0,NA,0,7,0,5,NA,2
15654,5,0,0,0,5,0,2,40,20
15655,4,0,NA,0,7,0,2,49,200
15656,1,0,NA,0,5,0,2,40,5
15657,6,0,NA,0,4,0,1,10,20
15658,3,0,NA,0,3,0,2,4,20
15659,6,1,NA,0,5,1,3,20,12
15660,6,0,NA,0,7,0,2,NA,NA
15661,7,0,NA,0,7,0,1,NA,4
15662,6,0,NA,0,5,0,3,40,25
15663,4,0,NA,0,3,0,3,40,20
15664,2,0,NA,0,7,1,1,15,8
15665,4,0,NA,0,7,0,1,40,10
15666,1,0,NA,0,7,0,2,50,10
15667,4,0,NA,0,2,0,2,45,3
15668,5,1,NA,0,2,0,3,40,6
15669,7,0,NA,0,5,0,3,NA,4
15670,4,0,NA,0,5,0,2,40,10
15671,4,0,NA,0,7,0,3,15,5
15672,6,0,NA,0,3,0,2,NA,4
15673,1,1,0,0,2,1,3,35,50
15674,2,1,NA,0,4,0,1,42,20
15675,4,0,NA,0,3,0,1,6,25
15676,2,0,NA,0,4,0,1,40,10
15677,1,0,NA,0,4,1,3,40,20
15678,3,0,NA,0,2,0,1,37.5,10
15679,4,1,NA,0,5,0,2,52,4
15680,5,0,NA,0,7,0,1,40,10
15681,3,0,NA,0,7,1,1,37.5,10
15682,2,0,NA,0,4,0,4,NA,10
15683,5,0,NA,0,7,0,1,20,6
15684,5,0,NA,0,7,0,3,NA,20
15685,7,0,NA,0,2,0,2,NA,15
15686,3,1,1,0,7,0,5,52,0
15687,3,0,NA,0,6,0,3,40,10
15688,7,0,NA,0,7,0,3,NA,NA
15689,4,1,NA,0,5,0,1,36.6,5
15690,6,0,NA,0,7,0,1,6,10
15691,3,0,NA,0,5,1,2,40,10
15692,4,0,NA,0,6,0,1,37.5,100
15693,7,0,NA,0,6,0,1,NA,8
15694,6,0,NA,0,5,0,3,NA,NA
15695,7,0,NA,0,1,0,3,NA,NA
15696,1,1,NA,0,5,0,1,17.5,10
15697,4,0,NA,0,2,0,3,50,20
15698,6,0,NA,0,7,0,5,NA,1
15699,2,0,NA,0,5,1,1,40,10
15700,5,0,NA,0,6,0,2,38,10
15701,1,0,NA,0,7,1,1,NA,4
15702,5,0,NA,0,7,0,1,20,20
15703,1,0,NA,0,5,1,1,NA,0
15704,2,0,NA,0,7,0,2,50,10
15705,7,0,NA,0,3,0,3,NA,10
15706,1,0,NA,0,5,0,1,45,10
15707,1,0,NA,0,7,1,3,NA,10
15708,6,0,NA,0,3,0,3,NA,2
15709,2,1,NA,0,6,0,1,37.5,6
15710,6,0,NA,0,7,0,3,NA,12
15711,5,1,NA,0,7,0,3,NA,6
15712,7,0,NA,0,6,0,3,NA,30
15713,2,0,NA,0,5,0,1,40,15
15714,6,0,NA,0,3,0,1,NA,12
15715,4,0,NA,0,7,0,1,25,10
15716,6,0,NA,0,7,0,2,24,4
15717,7,0,NA,0,7,0,4,NA,35
15718,6,0,NA,0,7,0,2,NA,3
15719,4,0,NA,0,3,0,2,50,4
15720,7,0,NA,0,7,0,1,18,12
15721,4,0,NA,0,5,0,3,40,10
15722,6,0,NA,0,1,0,2,NA,6
15723,3,1,NA,0,1,0,1,40,2
15724,3,0,NA,0,3,1,1,40,6
15725,7,0,NA,0,7,0,1,NA,20
15726,5,0,NA,0,5,0,2,NA,7
15727,6,0,NA,0,7,0,3,NA,1
15728,5,0,NA,0,3,0,1,35,10
15729,4,0,NA,0,2,0,1,55,20
15730,7,0,NA,0,3,0,2,NA,36
15731,5,NA,NA,NA,NA,NA,NA,NA,50
15732,6,0,NA,0,6,0,2,NA,1
15733,2,0,NA,0,5,0,1,37.5,15
15734,5,0,NA,0,3,0,1,38,10
15735,3,0,NA,0,6,0,2,20,3
15736,6,0,NA,0,4,0,2,10,6
15737,3,0,NA,0,4,1,1,24,10
15738,5,0,NA,0,7,0,2,45,3
15739,5,0,NA,0,3,0,1,40,25
15740,5,0,0,0,5,0,4,45,5
15741,2,0,0,0,2,0,3,35,15
15742,5,0,NA,0,5,0,1,NA,3
15743,4,0,NA,0,3,0,1,40,5
15744,4,0,NA,0,3,0,3,35,7
15745,4,1,NA,0,1,0,3,32.5,40
15746,7,0,NA,0,7,0,2,NA,2
15747,1,0,NA,0,5,0,3,NA,10
15748,7,0,NA,0,6,0,1,NA,12
15749,5,0,NA,0,6,0,2,37.5,1
15750,4,1,NA,0,5,0,1,15,10
15751,4,0,NA,0,7,0,2,40,3
15752,4,0,NA,0,6,0,1,40,100
15753,6,0,NA,0,6,0,1,NA,3
15754,6,1,NA,0,6,0,2,NA,1
15755,2,0,NA,0,5,0,2,44,15
15756,6,0,NA,0,2,0,2,NA,2
15757,6,0,NA,0,3,0,3,NA,4
15758,5,0,NA,0,6,0,1,35.4,20
15759,4,1,NA,0,5,1,1,30,2
15760,2,0,NA,0,5,0,2,47.5,10
15761,3,0,NA,0,5,0,2,40,10
15762,7,0,NA,0,7,0,2,NA,20
15763,4,0,NA,0,5,0,1,40,10
15764,7,0,NA,0,7,0,1,NA,15
15765,1,0,NA,0,4,1,1,40,5
15766,2,1,NA,0,7,0,5,NA,0
15767,6,0,NA,0,4,0,2,60,5
15768,5,0,NA,0,1,0,1,15,3
15769,5,0,NA,0,2,0,2,NA,10
15770,3,0,NA,0,7,0,2,42.5,25
15771,2,NA,NA,NA,NA,0,3,110,4
15772,7,0,NA,0,4,0,3,NA,5
15773,1,0,NA,0,7,0,1,37.5,24
15774,3,1,NA,0,3,1,1,50,12
15775,4,0,NA,0,6,0,1,40,4
15776,4,0,NA,0,4,0,2,25,4
15777,5,0,NA,0,5,0,2,NA,20
15778,2,0,NA,0,3,1,1,NA,7
15779,6,0,NA,0,2,0,3,6,10
15780,7,0,NA,0,4,0,2,NA,175
15781,4,0,NA,0,4,0,1,40,4
15782,6,0,NA,0,5,0,3,NA,16
15783,6,0,NA,0,5,0,2,NA,NA
15784,3,0,NA,0,5,0,3,30,10
15785,6,0,NA,0,1,0,2,NA,7
15786,1,0,NA,0,5,1,1,7,10
15787,4,0,NA,0,3,0,2,40,5
15788,6,0,NA,0,2,0,2,NA,10
15789,5,0,NA,0,5,0,2,35,15
15790,5,0,NA,0,5,0,2,NA,3
15791,3,0,NA,0,3,0,1,32,10
15792,7,0,NA,0,4,0,1,NA,6
15793,6,0,NA,0,7,0,2,NA,30
15794,5,1,NA,0,7,0,3,NA,5
15795,6,0,NA,0,1,0,1,15,15
15796,4,0,NA,0,3,0,3,37,10
15797,6,1,NA,0,5,0,2,NA,4
15798,2,0,NA,0,3,0,2,42,10
15799,2,0,NA,0,5,1,1,70,4
15800,1,0,NA,0,7,1,2,NA,NA
15801,7,0,NA,0,3,0,3,NA,30
15802,2,1,0,0,2,0,2,45,6
15803,3,0,NA,0,7,0,1,30,200
15804,2,0,NA,0,6,0,2,37.5,10
15805,2,0,NA,0,6,0,2,40,8
15806,7,0,NA,0,6,0,1,NA,20
15807,2,0,NA,0,7,1,1,40,5
15808,3,0,NA,0,3,0,2,35,8
15809,5,0,NA,0,3,0,5,40,15
15810,2,0,NA,0,3,0,2,40,4
15811,4,0,NA,0,4,0,2,80,6
15812,5,1,0,0,6,0,3,30,3
15813,1,0,NA,0,7,1,2,NA,25
15814,6,0,NA,0,3,0,3,NA,5
15815,5,0,NA,0,7,0,3,NA,8
15816,3,1,NA,0,3,0,1,NA,10
15817,5,0,NA,0,5,0,2,18,30
15818,6,0,NA,0,5,0,2,25.5,0
15819,7,0,NA,0,1,0,1,NA,10
15820,6,0,NA,0,7,0,1,NA,10
15821,5,0,NA,0,7,0,1,20,12
15822,3,0,NA,0,7,0,1,40,1
15823,1,0,NA,0,5,0,3,NA,10
15824,7,0,NA,0,4,0,3,NA,NA
15825,3,0,NA,0,3,0,2,21,20
15826,4,0,NA,0,7,0,1,40,2
15827,5,0,NA,0,7,0,3,30,12
15828,5,0,NA,0,5,0,2,50,2
15829,4,0,NA,0,7,0,2,50,7
15830,5,0,NA,0,1,0,2,36,11
15831,5,0,NA,0,5,0,2,37,20
15832,2,0,NA,0,6,0,1,20,5
15833,5,0,NA,0,3,0,2,35,25
15834,5,0,NA,0,1,0,1,15,20
15835,7,0,NA,0,7,0,1,NA,4
15836,6,0,NA,0,5,0,1,NA,40
15837,2,0,NA,0,7,0,3,NA,5
15838,5,0,NA,0,5,0,2,48,5
15839,1,0,NA,0,7,1,2,NA,5
15840,4,0,NA,0,5,0,2,35,10
15841,4,0,NA,0,7,0,1,NA,20
15842,6,0,NA,0,6,0,2,NA,7
15843,7,0,NA,0,7,0,1,NA,3
15844,6,0,NA,0,3,0,1,20,9
15845,5,0,NA,0,3,0,1,35,10
15846,7,0,NA,0,1,0,3,NA,4
15847,6,0,NA,0,3,0,2,40,12
15848,7,0,NA,0,1,0,1,NA,NA
15849,5,0,NA,0,2,0,3,NA,4
15850,6,1,NA,0,7,0,5,NA,40
15851,5,1,NA,0,4,0,1,37.5,20
15852,5,1,NA,0,7,0,3,NA,3
15853,1,0,NA,0,5,1,1,25,7
15854,5,0,NA,0,5,0,1,NA,24
15855,6,1,NA,0,4,0,1,NA,20
15856,2,0,NA,0,4,0,3,45,5
15857,5,0,NA,0,2,0,1,NA,10
15858,1,0,NA,0,5,1,3,15,20
15859,5,0,1,0,2,1,1,NA,5
15860,1,0,NA,0,3,1,4,10,8
15861,2,0,NA,0,5,1,3,20,10
15862,5,0,NA,0,3,0,1,NA,16
15863,5,0,NA,0,1,0,2,24,10
15864,5,0,NA,0,4,0,3,10,5
15865,2,0,NA,0,4,0,2,37.2,30
15866,7,0,NA,0,7,0,3,NA,6
15867,5,0,NA,0,5,0,1,30,10
15868,7,0,NA,0,7,0,1,NA,5
15869,3,0,NA,0,7,0,4,NA,1
15870,1,0,NA,0,1,0,2,40,7
15871,6,0,NA,0,6,0,4,NA,6
15872,4,0,NA,0,7,0,1,40,20
15873,4,0,NA,0,7,0,3,35,10
15874,2,0,NA,0,3,0,2,40,12
15875,1,0,NA,0,3,1,1,55,15
15876,4,0,NA,0,3,0,2,30,20
15877,4,0,NA,0,1,0,2,38,6
15878,3,0,NA,0,6,0,2,NA,6
15879,1,0,NA,0,7,1,3,20,4
15880,5,0,NA,0,3,0,1,35,5
15881,6,0,NA,0,7,0,2,NA,30
15882,6,0,NA,0,1,0,2,NA,6
15883,4,0,NA,0,7,0,4,50,25
15884,6,0,NA,0,3,0,1,70,5
15885,4,0,NA,0,5,0,1,45,10
15886,4,0,NA,0,4,0,1,47,2
15887,7,0,NA,0,1,0,2,NA,3
15888,6,0,NA,0,4,0,2,45,12
15889,6,0,NA,0,1,0,1,NA,12
15890,7,0,NA,0,7,0,3,NA,1
15891,3,0,NA,0,5,0,2,12,15
15892,5,0,NA,0,7,0,5,NA,50
15893,5,0,NA,0,5,0,2,NA,10
15894,5,0,NA,0,5,0,1,NA,4
15895,2,0,NA,0,3,0,1,40,15
15896,5,0,NA,0,5,0,1,NA,10
15897,4,0,NA,0,5,0,2,NA,8
15898,3,0,NA,0,2,0,2,35,20
15899,5,0,NA,0,7,0,3,NA,22
15900,4,1,NA,0,5,0,4,40,10
15901,5,0,NA,0,7,0,3,30,10
15902,1,0,NA,0,5,1,1,10.5,3
15903,6,0,NA,0,6,0,2,37.5,20
15904,6,0,NA,0,7,0,1,NA,10
15905,6,0,NA,0,6,0,2,NA,8
15906,7,0,NA,0,7,0,2,NA,9
15907,5,0,NA,0,4,0,4,20,8
15908,7,0,NA,0,7,0,3,NA,10
15909,6,0,NA,0,4,0,1,NA,10
15910,4,0,1,0,7,0,1,48,5
15911,3,0,NA,0,4,0,4,50,12
15912,2,1,NA,0,5,0,2,40,6
15913,4,1,NA,0,5,0,5,NA,2
15914,3,0,NA,0,3,1,1,37.5,100
15915,4,0,NA,0,2,0,1,50,10
15916,1,0,0,0,7,1,3,NA,3
15917,6,0,NA,0,5,0,2,55,2
15918,2,0,NA,0,3,0,2,30,30
15919,2,0,NA,0,5,0,3,37.5,20
15920,4,0,NA,0,3,0,1,55,30
15921,2,0,NA,0,3,0,3,40,40
15922,6,0,NA,0,2,0,1,NA,4
15923,5,0,NA,0,3,0,2,NA,15
15924,6,0,NA,0,7,0,2,NA,3
15925,4,0,NA,0,3,0,1,50,12
15926,2,0,NA,0,5,0,2,40,8
15927,4,0,NA,0,3,0,2,NA,20
15928,4,NA,NA,NA,NA,0,2,35,4
15929,2,0,NA,0,4,0,1,44,10
15930,4,0,0,0,1,0,1,45,4
15931,6,0,NA,0,4,0,1,NA,8
15932,5,0,NA,0,5,0,1,NA,4
15933,1,0,NA,0,5,1,2,35,5
15934,7,0,NA,0,5,0,4,NA,6
15935,1,0,NA,0,7,0,2,56,10
15936,3,0,NA,0,6,0,1,40,5
15937,3,0,NA,0,3,0,3,44,20
15938,5,0,NA,0,7,0,1,50,10
15939,2,1,NA,0,2,0,3,40,10
15940,6,0,NA,0,4,0,3,NA,50
15941,3,0,1,0,3,0,1,70,6
15942,2,0,NA,0,5,0,4,40,5
15943,1,0,NA,0,7,0,2,25,6
15944,7,0,NA,0,4,0,2,24,15
15945,3,0,0,0,5,0,2,35,30
15946,3,0,NA,0,5,0,3,40,3
15947,5,1,NA,0,2,0,2,37.5,10
15948,6,0,NA,0,7,0,1,NA,20
15949,4,0,NA,0,4,0,3,40,20
15950,1,1,NA,0,4,0,2,40,5
15951,1,0,1,0,7,1,2,27,8
15952,4,1,NA,0,7,0,3,75,5
15953,7,0,NA,0,7,0,2,NA,1
15954,7,0,NA,0,7,0,3,NA,1
15955,4,1,NA,0,2,0,4,40,10
15956,4,0,NA,0,3,0,3,40,15
15957,5,0,NA,0,5,0,2,NA,10
15958,4,0,NA,0,4,0,1,40,6
15959,6,0,NA,0,7,0,1,NA,12
15960,1,0,NA,0,2,0,1,40,10
15961,3,0,NA,0,4,0,1,40,20
15962,3,0,NA,0,3,0,1,30,20
15963,6,0,NA,0,6,0,1,NA,50
15964,2,0,NA,0,3,0,2,40,6
15965,5,0,NA,0,6,0,1,NA,NA
15966,3,0,NA,0,5,0,2,25,10
15967,6,0,NA,0,7,0,2,NA,NA
15968,4,0,NA,0,4,0,4,37,5
15969,7,0,NA,0,1,0,2,NA,NA
15970,7,0,NA,0,4,0,2,35,4
15971,3,0,NA,0,4,0,2,44,5
15972,6,0,NA,0,7,0,2,40,6
15973,3,0,NA,0,3,0,1,NA,30
15974,5,0,NA,0,1,0,2,NA,10
15975,3,0,NA,0,5,0,1,25,6
15976,2,0,NA,0,3,1,1,40,5
15977,6,0,NA,0,1,0,3,NA,10
15978,5,0,NA,0,7,0,2,35,14
15979,6,1,NA,0,7,0,2,NA,2
15980,7,0,NA,0,6,0,3,NA,2
15981,4,0,NA,0,5,0,2,NA,4
15982,2,0,NA,0,5,0,2,40,20
15983,3,0,NA,0,3,0,1,40,7
15984,6,0,NA,0,1,0,1,NA,10
15985,4,1,NA,0,2,1,3,37.5,15
15986,3,0,NA,0,5,0,2,28,10
15987,1,0,NA,0,7,1,2,40,10
15988,4,0,NA,0,3,0,3,40,12
15989,2,1,1,0,3,0,4,50,24
15990,1,0,NA,0,5,1,2,NA,5
15991,4,0,NA,0,7,0,1,40,1
15992,4,1,NA,0,5,0,4,17,4
15993,4,0,NA,0,7,0,3,25,7
15994,6,0,NA,0,3,0,1,NA,20
15995,7,0,NA,0,5,0,3,NA,1
15996,4,0,NA,0,5,0,2,10,5
15997,7,0,NA,0,7,0,3,NA,5
15998,7,0,NA,0,7,0,3,NA,6
15999,2,0,NA,0,4,0,1,40,10
16000,6,0,NA,0,7,0,2,NA,8
16001,1,1,NA,0,4,0,2,37.5,5
16002,6,0,NA,0,1,0,2,20,6
16003,3,1,0,0,5,0,3,35,7
16004,3,0,NA,0,5,0,2,32,10
16005,5,0,NA,0,5,0,2,27.5,10
16006,3,0,NA,0,6,0,3,NA,7
16007,4,0,NA,0,7,0,1,40,0
16008,3,0,NA,0,5,0,1,NA,3
16009,6,0,NA,0,5,0,1,NA,6
16010,7,0,NA,0,1,0,1,NA,50
16011,3,0,NA,0,3,0,2,35,15
16012,3,0,NA,0,6,0,2,NA,10
16013,2,0,NA,0,7,0,1,32.5,20
16014,7,0,NA,0,6,0,3,NA,3
16015,5,0,NA,0,4,0,1,60,6
16016,3,0,NA,0,4,0,2,32.5,30
16017,1,0,NA,0,5,1,2,8,6
16018,7,0,NA,0,7,0,1,NA,15
16019,2,0,NA,0,3,0,2,32,20
16020,1,0,NA,0,4,1,1,40,5
16021,2,0,NA,0,5,0,1,30,5
16022,6,0,NA,0,3,0,2,12,3
16023,3,0,NA,0,7,0,1,40,3
16024,5,0,NA,0,5,0,1,NA,100
16025,3,0,NA,0,5,0,1,40,5
16026,1,1,0,0,3,0,1,50,12
16027,3,0,NA,0,5,0,1,50,15
16028,3,0,NA,0,5,0,2,35,4
16029,1,0,NA,0,7,0,1,NA,5
16030,6,0,NA,0,2,0,2,NA,20
16031,3,0,NA,0,7,0,3,NA,5
16032,7,0,NA,0,3,0,2,NA,50
16033,3,0,NA,0,5,0,2,40,3
16034,5,0,NA,0,4,0,1,40,5
16035,3,0,NA,0,2,0,1,50,10
16036,6,0,NA,0,7,0,3,NA,5
16037,3,1,NA,0,6,0,2,NA,6
16038,5,0,NA,0,2,0,1,40,5
16039,1,0,NA,0,5,1,1,4,4
16040,4,0,NA,0,6,0,1,32,5
16041,6,0,NA,0,7,0,2,24,100
16042,3,0,NA,0,4,1,1,NA,5
16043,1,1,0,0,3,1,2,35,30
16044,7,0,NA,0,7,0,3,NA,10
16045,6,0,NA,0,1,0,1,NA,20
16046,5,0,NA,0,7,0,2,NA,0
16047,5,1,0,0,7,0,2,45,6
16048,6,0,NA,0,7,0,3,NA,1
16049,5,0,NA,0,4,0,1,NA,100
16050,6,0,NA,0,7,0,2,NA,12
16051,2,0,NA,0,5,0,1,55,50
16052,3,0,NA,0,2,0,1,50,20
16053,5,0,NA,0,4,0,3,40,24
16054,5,0,NA,0,4,0,4,NA,2
16055,4,0,NA,0,3,0,1,45,20
16056,3,0,NA,0,1,0,1,50,25
16057,5,0,NA,0,7,0,3,NA,2
16058,5,1,NA,0,5,0,3,NA,6
16059,1,0,0,0,3,1,1,12,10
16060,5,0,NA,0,7,0,2,40,3
16061,4,0,NA,0,5,0,2,40,6
16062,3,0,NA,0,6,0,3,50,30
16063,2,0,NA,0,3,1,2,50,5
16064,7,0,NA,0,5,0,1,NA,20
16065,2,0,NA,0,2,0,2,42,20
16066,5,0,NA,0,5,0,2,30,10
16067,2,0,NA,0,7,1,NA,NA,2
16068,1,0,NA,0,5,1,1,15,10
16069,5,1,NA,0,4,0,3,40,NA
16070,1,0,NA,0,7,1,1,NA,10
16071,5,0,NA,0,3,0,3,NA,7
16072,4,0,NA,0,5,0,1,40,0
16073,6,0,NA,0,4,0,1,NA,40
16074,4,0,NA,0,5,0,3,45,10
16075,7,0,NA,0,2,0,2,NA,10
16076,4,0,NA,0,5,0,3,37.5,6
16077,4,0,NA,0,4,0,2,50,20
16078,5,0,NA,0,5,0,1,NA,3
16079,7,0,NA,0,7,0,2,20,40
16080,7,0,NA,0,7,0,1,NA,10
16081,5,0,NA,0,4,0,2,50,2
16082,2,0,NA,0,5,1,3,NA,5
16083,2,0,NA,0,3,0,3,37.5,25
16084,6,0,NA,0,6,0,3,NA,2
16085,4,0,NA,0,2,0,3,40,10
16086,1,1,0,0,4,1,3,24,4
16087,4,0,NA,0,5,0,1,37.5,40
16088,3,0,NA,0,2,0,1,37.5,1
16089,6,0,NA,0,5,0,1,NA,10
16090,1,0,NA,0,4,1,2,4,4
16091,2,1,NA,0,4,0,2,37.5,5
16092,1,0,NA,0,7,0,1,35,2
16093,2,0,NA,0,5,0,3,35,10
16094,4,0,NA,0,7,0,2,NA,0
16095,5,0,NA,0,5,0,1,40,15
16096,5,0,NA,0,2,0,1,42,6
16097,4,0,NA,0,7,0,2,72,30
16098,3,0,NA,0,5,0,1,84,6
16099,7,0,NA,0,3,0,2,NA,100
16100,4,0,NA,0,7,0,4,NA,3
16101,4,0,NA,0,5,0,1,NA,12
16102,7,0,NA,0,5,0,3,NA,6
16103,5,0,NA,0,4,0,1,25,10
16104,2,0,NA,0,2,0,1,40,15
16105,5,0,NA,0,5,0,2,NA,12
16106,5,0,NA,0,5,0,3,20,50
16107,2,0,NA,0,5,0,4,50,12
16108,4,0,NA,0,2,0,1,40,10
16109,4,0,NA,0,7,0,2,NA,15
16110,6,0,NA,0,3,0,1,5,4
16111,1,0,NA,0,7,1,1,17,1
16112,4,0,NA,0,7,0,1,NA,3
16113,4,0,NA,0,2,0,4,50,30
16114,6,0,NA,0,7,0,2,NA,20
16115,1,0,NA,0,3,1,3,NA,3
16116,5,0,NA,0,7,0,3,60,10
16117,4,0,NA,0,1,0,2,60,5
16118,4,1,0,0,3,1,2,40,5
16119,2,0,NA,0,3,0,1,35,10
16120,4,0,NA,0,2,0,1,55,0
16121,5,0,NA,0,7,0,1,NA,50
16122,6,0,NA,0,5,0,1,NA,10
16123,2,0,NA,0,4,0,2,40,NA
16124,7,0,1,0,1,0,3,NA,2
16125,6,0,NA,0,1,0,1,NA,20
16126,7,0,NA,0,1,0,3,12,10
16127,1,0,NA,0,4,0,1,40,10
16128,6,0,NA,0,7,0,1,NA,6
16129,1,0,NA,0,3,1,2,10,1
16130,3,0,NA,0,7,0,1,32,3
16131,7,0,NA,0,7,0,1,NA,2
16132,4,0,NA,0,7,0,1,55,10
16133,2,0,NA,0,4,0,2,45,10
16134,5,0,NA,0,5,0,1,NA,12
16135,1,1,NA,0,7,1,2,NA,15
16136,5,0,NA,0,4,0,3,45,15
16137,5,0,NA,0,3,0,1,40,8
16138,4,1,NA,0,6,0,2,81,14
16139,4,0,NA,0,6,0,3,NA,4
16140,1,0,NA,0,7,1,2,6,5
16141,2,1,NA,0,5,0,1,NA,5
16142,5,0,NA,0,5,0,3,NA,8
16143,4,0,NA,0,3,0,2,85,10
16144,4,0,NA,0,7,0,1,40,8
16145,5,0,NA,0,4,0,1,40,30
16146,5,0,NA,0,4,1,1,NA,15
16147,1,0,NA,0,7,1,4,NA,25
16148,1,0,NA,0,6,1,2,NA,20
16149,2,0,NA,1,2,0,3,50,4
16150,5,0,NA,0,5,0,3,40,3
16151,1,0,NA,0,7,1,1,10,12
16152,1,0,NA,0,4,1,3,10,3
16153,1,1,NA,0,5,1,1,NA,6
16154,6,1,NA,0,7,0,3,NA,10
16155,5,0,NA,0,5,0,1,40,4
16156,5,0,NA,0,5,0,1,2,5
16157,2,0,NA,0,5,0,2,40,4
