caseid,age,if_discrim,if_cyber_bullying,if_drugs,if_drink,if_school_attandence,if_mental_healthy,working_hour_weekly,number_relative_friends
9917,2,0,NA,0,5,0,1,37.5,2
9918,5,0,NA,0,6,0,3,37.5,1
9919,3,0,NA,0,3,1,2,35,6
9920,5,0,NA,0,7,0,1,40,3
9921,3,0,NA,0,4,0,1,32,10
9922,5,0,NA,0,5,0,3,NA,20
9923,2,0,NA,0,7,0,1,NA,15
9924,3,0,NA,0,5,0,2,30,12
9925,2,0,NA,0,4,0,1,20,60
9926,5,0,NA,0,4,0,2,NA,10
9927,5,0,NA,0,5,0,4,NA,20
9928,3,0,NA,0,7,0,1,37.5,9
9929,4,0,NA,0,4,0,1,133,25
9930,6,0,NA,0,7,0,4,NA,9
9931,1,0,NA,0,7,1,3,NA,1
9932,6,0,NA,0,2,0,3,NA,5
9933,5,0,NA,0,5,0,1,NA,5
9934,2,0,NA,0,5,0,2,84,8
9935,5,0,NA,0,4,0,1,NA,5
9936,6,0,NA,NA,NA,0,3,NA,7
9937,2,0,NA,0,3,0,1,36,1
9938,6,0,NA,0,4,0,3,NA,10
9939,6,0,NA,0,4,0,3,NA,NA
9940,6,1,NA,0,6,0,NA,NA,NA
9941,2,0,NA,0,7,0,1,40,1
9942,7,0,NA,0,7,0,2,3,6
9943,5,1,NA,0,4,0,4,NA,40
9944,6,0,NA,0,2,0,1,NA,5
9945,2,0,NA,0,3,0,3,30,10
9946,5,0,NA,0,3,0,1,37.5,4
9947,3,1,NA,0,3,0,3,40,5
9948,6,0,NA,0,1,0,1,NA,45
9949,5,0,NA,0,4,0,3,NA,10
9950,6,0,NA,0,1,0,1,NA,5
9951,5,0,NA,0,7,0,3,40,15
9952,3,0,NA,0,5,0,1,40,12
9953,3,0,0,0,4,1,1,40,12
9954,6,0,NA,0,7,0,3,NA,12
9955,1,0,NA,0,7,1,1,NA,2
9956,6,0,NA,0,3,0,2,NA,6
9957,1,0,NA,0,5,1,1,40,30
9958,7,0,NA,0,3,0,2,100,55
9959,6,0,NA,0,6,0,2,NA,8
9960,3,0,NA,0,3,0,3,60,20
9961,4,0,NA,0,6,0,1,37.5,25
9962,3,0,NA,0,3,0,2,50,10
9963,3,1,NA,0,5,0,4,45,2
9964,4,0,NA,0,3,0,1,20,6
9965,3,0,NA,0,6,1,1,NA,10
9966,4,0,NA,0,6,0,3,44,10
9967,1,0,NA,0,7,1,2,15,5
9968,3,0,NA,0,5,1,1,40,10
9969,2,0,NA,0,3,0,3,40,10
9970,6,1,NA,0,7,0,1,NA,100
9971,6,0,NA,0,7,0,2,NA,12
9972,7,1,NA,0,1,0,1,30,5
9973,6,0,NA,0,7,0,3,NA,10
9974,7,1,NA,0,3,0,3,NA,20
9975,6,0,NA,0,1,0,3,NA,5
9976,4,0,NA,0,4,0,1,40,10
9977,4,0,NA,0,7,0,2,37.5,10
9978,7,0,NA,0,7,0,1,40,4
9979,4,0,NA,0,4,0,3,36.2,5
9980,6,0,NA,0,3,0,2,NA,40
9981,2,0,NA,0,6,0,3,38,10
9982,4,0,NA,0,6,0,2,40,20
9983,4,0,NA,0,1,0,1,15,5
9984,2,0,NA,0,4,0,1,98,5
9985,6,0,NA,0,5,0,3,NA,4
9986,5,1,NA,0,3,0,3,40,20
9987,1,1,NA,0,4,1,3,40,4
9988,2,1,1,0,5,0,3,40,25
9989,1,1,NA,0,4,1,4,5,30
9990,4,0,NA,0,5,0,2,40,20
9991,5,1,NA,0,7,0,1,60,10
9992,7,0,NA,0,7,0,1,NA,3
9993,7,0,NA,0,5,0,3,NA,4
9994,2,0,0,0,2,0,2,44,5
9995,2,0,NA,0,7,0,2,NA,10
9996,4,0,NA,0,5,0,2,30,20
9997,4,0,NA,0,1,0,1,40,20
9998,5,0,NA,0,4,0,1,37.5,NA
9999,3,1,0,0,7,0,4,37.5,50
10000,5,0,NA,0,5,0,1,50,4
10001,7,1,NA,0,7,0,2,NA,5
10002,6,0,NA,0,4,0,2,NA,30
10003,3,1,NA,0,2,0,2,40,4
10004,4,0,NA,0,7,0,1,40,5
10005,1,0,NA,0,5,1,2,20,12
10006,2,0,NA,0,7,0,2,40,10
10007,3,1,NA,0,5,0,3,40,5
10008,4,0,NA,0,1,0,1,38.5,10
10009,7,0,NA,0,6,0,3,NA,6
10010,5,0,NA,0,6,0,2,37.3,20
10011,6,0,NA,0,7,0,2,NA,8
10012,3,0,NA,0,5,0,3,15,20
10013,3,0,NA,1,2,0,2,30,10
10014,3,0,NA,0,7,0,2,60,10
10015,1,0,NA,1,3,1,2,18,10
10016,3,0,NA,0,7,0,1,20,10
10017,4,0,NA,0,7,0,2,40,2
10018,3,0,NA,0,2,0,1,35,10
10019,3,0,NA,0,4,0,1,40,6
10020,1,0,NA,0,5,0,1,5,20
10021,1,0,NA,0,7,1,2,NA,10
10022,4,0,NA,0,4,0,1,37.5,6
10023,4,1,0,0,3,0,3,37.5,6
10024,5,0,NA,0,5,0,3,35,20
10025,3,0,NA,0,2,0,2,60,20
10026,6,0,NA,0,5,0,1,NA,10
10027,7,0,NA,0,4,0,2,NA,10
10028,4,0,NA,0,6,0,1,45,10
10029,3,0,NA,0,4,0,1,40,6
10030,3,0,NA,0,2,0,2,50,6
10031,1,0,0,0,5,1,3,40,2
10032,7,0,NA,0,7,0,2,NA,10
10033,3,0,NA,0,5,0,2,40,4
10034,6,1,NA,0,5,0,1,NA,15
10035,6,0,NA,0,3,0,2,5,2
10036,5,1,NA,0,5,0,3,40,30
10037,7,0,NA,0,5,0,3,NA,6
10038,5,1,NA,0,7,0,3,NA,4
10039,7,0,NA,0,7,0,3,NA,NA
10040,3,0,NA,0,5,0,1,37.5,6
10041,5,0,NA,0,5,0,2,NA,2
10042,3,0,NA,0,4,0,2,50,10
10043,6,0,NA,0,7,0,3,22,20
10044,5,0,NA,0,3,0,3,NA,2
10045,6,0,NA,0,7,0,3,NA,20
10046,6,0,NA,0,3,0,2,NA,15
10047,2,0,NA,0,3,0,3,40,15
10048,3,1,NA,0,7,1,2,NA,10
10049,4,0,1,0,7,0,1,40,6
10050,3,1,NA,0,7,0,2,37.5,6
10051,6,0,NA,0,1,0,1,NA,10
10052,3,1,NA,0,7,1,1,NA,6
10053,3,0,NA,0,5,0,1,35,8
10054,5,0,NA,0,2,0,2,NA,4
10055,5,0,NA,0,3,0,1,NA,11
10056,3,0,NA,0,5,0,1,37.5,3
10057,6,0,NA,0,1,0,1,40,5
10058,3,0,NA,0,5,0,1,40,20
10059,5,0,NA,0,7,0,1,36,5
10060,3,0,NA,0,7,0,1,40,15
10061,4,0,NA,0,2,0,2,40,20
10062,6,0,NA,0,1,0,2,NA,5
10063,5,1,NA,0,5,0,4,NA,5
10064,6,NA,NA,NA,NA,NA,NA,NA,10
10065,4,0,NA,0,5,0,3,NA,10
10066,4,0,NA,0,5,0,2,91,2
10067,4,0,NA,0,5,0,3,66,6
10068,3,0,NA,0,5,0,1,40,5
10069,1,0,NA,0,7,0,3,40,1
10070,5,0,NA,0,3,0,1,37.5,2
10071,6,0,NA,0,3,0,1,NA,24
10072,7,0,NA,0,5,0,1,NA,2
10073,4,0,NA,0,4,0,1,28,40
10074,5,0,NA,0,4,0,1,40,11
10075,4,0,NA,0,2,0,1,50,30
10076,5,0,NA,0,3,0,2,60,20
10077,1,0,1,0,7,0,3,NA,NA
10078,1,0,NA,0,5,0,2,NA,2
10079,3,0,1,0,5,0,3,40,3
10080,1,0,NA,0,5,0,3,40,5
10081,6,0,0,0,3,0,2,NA,10
10082,1,0,NA,0,7,0,1,NA,1
10083,6,0,NA,0,6,0,2,NA,10
10084,6,1,NA,0,2,0,3,NA,7
10085,4,0,NA,0,3,0,1,45,50
10086,3,0,NA,0,3,0,1,30,20
10087,3,0,NA,0,3,1,3,25,10
10088,4,0,NA,0,7,0,3,37.5,7
10089,5,0,NA,0,4,0,2,35,10
10090,7,0,NA,0,3,0,2,NA,27
10091,1,0,NA,0,4,1,1,20,10
10092,3,0,NA,0,4,0,1,40,20
10093,3,0,NA,0,4,0,2,40,5
10094,5,1,NA,0,5,0,3,NA,10
10095,6,0,NA,0,3,0,1,20,12
10096,2,0,NA,0,3,0,2,10,5
10097,3,0,NA,0,5,0,1,35,10
10098,1,0,NA,0,4,1,1,40,20
10099,7,0,NA,0,5,0,2,NA,10
10100,6,0,NA,0,7,0,3,NA,2
10101,6,0,NA,0,1,0,2,12,6
10102,1,0,NA,0,6,0,2,15,10
10103,2,0,NA,0,5,0,1,40,200
10104,2,0,NA,0,7,1,1,40,1
10105,1,1,NA,0,5,1,2,16,5
10106,5,0,NA,0,5,0,3,55,10
10107,5,1,NA,0,5,0,2,20,12
10108,7,0,NA,0,7,0,2,NA,4
10109,7,0,NA,0,1,0,3,NA,NA
10110,7,0,NA,0,7,0,2,NA,30
10111,1,0,NA,0,7,0,3,NA,9
10112,6,0,NA,0,3,0,2,NA,6
10113,3,0,NA,0,3,0,4,60,20
10114,4,0,NA,0,7,0,3,40,6
10115,3,1,NA,0,7,0,1,40,10
10116,4,0,NA,0,5,0,3,40,20
10117,7,0,0,0,5,0,3,NA,4
10118,6,0,NA,0,6,0,2,NA,15
10119,1,1,NA,0,5,1,2,25,1
10120,7,0,NA,0,5,0,2,3,5
10121,6,0,NA,0,5,0,2,NA,6
10122,2,0,0,0,6,0,2,NA,3
10123,6,0,NA,0,4,0,3,NA,6
10124,2,0,NA,0,6,0,3,50,50
10125,5,0,NA,0,4,0,1,1,10
10126,3,0,NA,0,5,0,3,30,40
10127,5,1,NA,0,4,0,1,37,10
10128,3,0,NA,0,6,1,5,32,10
10129,5,0,NA,0,7,0,1,40,25
10130,6,0,NA,0,7,0,1,NA,6
10131,6,0,NA,0,5,0,2,NA,17
10132,5,0,NA,0,3,0,3,NA,8
10133,1,1,NA,0,7,1,3,12,4
10134,4,0,NA,0,6,0,3,30,2
10135,7,0,NA,0,7,0,2,NA,5
10136,5,0,NA,0,6,0,1,NA,5
10137,3,0,NA,0,7,0,1,37.5,7
10138,7,0,NA,0,7,0,3,NA,0
10139,1,1,NA,0,4,1,2,5,12
10140,3,1,NA,0,3,0,2,37.5,15
10141,3,1,0,0,5,0,2,50,25
10142,2,0,NA,0,3,0,2,32,15
10143,6,0,NA,0,4,0,1,NA,4
10144,1,0,NA,0,7,0,3,50,2
10145,3,1,NA,0,2,1,3,37.5,20
10146,2,1,NA,0,5,0,2,NA,1
10147,5,0,NA,0,4,1,1,40,6
10148,3,1,NA,0,5,0,2,15,6
10149,5,0,NA,0,7,0,3,NA,12
10150,5,0,NA,0,7,0,2,32,4
10151,7,1,NA,0,6,0,3,NA,4
10152,3,0,NA,0,7,0,1,30,1
10153,4,0,NA,0,7,0,3,37.5,5
10154,3,0,NA,0,7,0,2,50,10
10155,1,0,NA,0,4,1,2,40,20
10156,5,1,0,0,5,0,4,NA,24
10157,4,0,NA,0,3,0,3,40,2
10158,1,0,NA,0,7,1,1,4,10
10159,3,0,NA,1,5,0,2,30,3
10160,3,0,NA,0,5,0,1,40,2
10161,5,0,NA,0,7,0,1,40,4
10162,6,0,NA,0,7,0,2,NA,10
10163,3,0,NA,0,4,0,1,45,30
10164,5,1,NA,0,2,0,3,NA,2
10165,6,0,NA,0,7,0,1,4,6
10166,4,0,NA,0,3,0,1,55,10
10167,4,1,NA,0,4,0,4,NA,6
10168,5,0,NA,0,7,0,2,NA,6
10169,3,0,NA,0,7,0,2,40,3
10170,4,0,NA,0,6,0,1,NA,5
10171,2,0,NA,0,6,0,4,NA,6
10172,7,0,NA,0,2,0,1,NA,6
10173,7,0,NA,0,1,0,2,NA,7
10174,6,0,NA,0,4,0,3,NA,3
10175,6,1,NA,0,2,0,1,NA,6
10176,5,0,NA,0,3,0,1,40,6
10177,3,0,NA,0,3,0,1,40,3
10178,3,1,0,0,4,0,3,NA,6
10179,5,0,NA,0,1,0,2,NA,20
10180,4,0,NA,0,3,0,1,37.5,20
10181,5,0,NA,0,3,0,1,40,20
10182,3,1,NA,0,3,0,1,40,30
10183,2,0,NA,0,4,0,2,43,10
10184,5,0,NA,0,NA,0,3,NA,20
10185,6,0,NA,0,7,0,1,NA,12
10186,5,1,NA,0,1,0,1,NA,6
10187,6,0,NA,0,5,0,2,NA,10
10188,1,1,NA,0,5,1,1,37,6
10189,5,0,NA,0,3,0,1,40,3
10190,7,0,NA,0,7,0,3,NA,4
10191,4,0,NA,0,2,0,2,20,20
10192,6,0,NA,0,2,0,3,NA,4
10193,6,0,NA,0,5,0,3,NA,20
10194,4,0,NA,0,5,0,2,40,10
10195,6,0,NA,0,7,0,3,NA,20
10196,1,0,NA,0,5,1,3,NA,5
10197,4,0,NA,0,3,0,3,40,10
10198,5,0,NA,0,7,0,3,40,6
10199,4,0,NA,0,3,0,1,45,6
10200,3,0,NA,0,5,0,1,37.5,100
10201,1,0,NA,0,6,1,4,8,4
10202,7,0,NA,0,7,0,3,NA,6
10203,6,0,NA,0,7,0,1,NA,1
10204,5,1,NA,0,7,0,3,8,6
10205,7,0,NA,0,4,0,1,NA,12
10206,4,0,NA,0,7,0,2,47,2
10207,4,0,NA,0,3,0,2,32,60
10208,3,0,NA,0,3,0,2,38,12
10209,1,0,NA,0,4,0,1,40,5
10210,6,0,0,0,5,0,3,NA,12
10211,4,0,NA,0,3,0,1,35,10
10212,1,1,NA,0,5,1,2,20,15
10213,4,0,NA,0,3,0,1,40,20
10214,6,0,NA,0,5,0,4,NA,10
10215,2,1,NA,0,5,1,3,50,1
10216,2,0,NA,0,5,0,3,45,10
10217,6,0,NA,0,3,0,2,NA,5
10218,3,0,NA,0,2,0,2,30,30
10219,5,0,NA,0,5,0,1,NA,20
10220,5,0,NA,0,5,1,1,50,6
10221,5,1,1,0,4,0,3,30,1
10222,7,0,NA,0,3,0,2,NA,10
10223,6,0,NA,0,2,0,1,30,12
10224,3,0,NA,0,5,0,2,34,6
10225,7,0,NA,0,2,0,2,NA,25
10226,1,0,NA,0,5,0,3,27,10
10227,1,0,1,0,3,1,4,20,6
10228,5,0,NA,0,5,0,2,40,0
10229,6,0,NA,0,2,0,1,15,20
10230,5,0,NA,0,3,0,2,37.5,2
10231,5,0,NA,0,4,0,2,37.5,20
10232,3,0,NA,0,7,0,1,55,2
10233,5,NA,0,NA,NA,0,NA,37.5,8
10234,7,0,1,0,4,0,1,NA,8
10235,4,0,NA,0,5,0,1,60,10
10236,1,0,NA,0,5,1,1,22,5
10237,5,0,NA,0,6,0,1,7.5,NA
10238,3,1,NA,0,3,0,3,40,5
10239,2,1,NA,0,3,0,1,40,4
10240,5,0,NA,0,3,0,1,50,12
10241,5,0,NA,0,5,0,1,NA,50
10242,7,0,NA,0,7,0,3,NA,5
10243,5,0,NA,0,5,0,2,NA,12
10244,5,0,NA,0,5,0,2,40,30
10245,1,0,NA,0,5,1,2,40,10
10246,2,0,NA,0,3,1,1,40,5
10247,5,0,NA,0,3,0,2,37.5,45
10248,2,0,0,0,3,0,2,37.5,10
10249,1,0,NA,0,1,0,1,10,20
10250,5,0,NA,0,1,0,1,NA,5
10251,6,0,NA,0,1,0,2,NA,3
10252,6,0,NA,0,3,0,2,NA,7
10253,7,0,NA,0,7,0,2,NA,NA
10254,7,0,NA,0,7,0,3,NA,4
10255,6,0,NA,0,1,0,1,25,12
10256,5,0,NA,0,4,0,3,50,2
10257,7,0,NA,0,5,0,2,NA,3
10258,2,0,NA,0,4,0,2,40,5
10259,6,0,NA,0,3,0,1,38,5
10260,6,0,NA,0,1,0,3,NA,1
10261,5,0,NA,0,3,0,2,40,15
10262,4,1,NA,0,5,0,1,60,10
10263,7,0,NA,0,7,0,3,NA,1
10264,7,0,NA,0,7,0,2,NA,4
10265,5,1,NA,0,7,0,3,NA,200
10266,5,0,NA,0,7,0,1,NA,8
10267,6,0,NA,0,7,0,3,NA,6
10268,6,0,NA,0,4,0,2,NA,5
10269,4,0,NA,0,5,0,1,40,8
10270,3,0,NA,0,5,0,1,36.2,3
10271,2,0,NA,0,7,0,1,40,9
10272,2,0,NA,0,6,0,2,29,3
10273,3,0,NA,0,4,0,2,37.5,12
10274,2,0,NA,0,3,0,4,40,12
10275,7,0,NA,0,1,0,1,NA,20
10276,7,0,NA,0,7,0,2,NA,20
10277,2,0,NA,0,6,0,4,36,6
10278,5,0,NA,0,1,0,2,40,30
10279,3,1,NA,0,1,0,3,37.5,0
10280,1,0,NA,0,7,1,1,16,10
10281,4,1,NA,0,4,0,1,45,15
10282,6,1,NA,0,4,0,3,NA,100
10283,5,0,NA,0,3,0,2,40,3
10284,1,0,NA,0,4,1,2,15,3
10285,1,0,NA,0,7,1,1,NA,NA
10286,4,0,NA,0,7,0,2,47,2
10287,3,1,NA,0,4,0,3,36.2,40
10288,6,0,NA,0,5,0,3,NA,20
10289,5,0,NA,0,5,0,2,7,20
10290,4,0,NA,0,3,0,1,50,7
10291,3,1,NA,0,7,0,2,37.5,6
10292,5,0,NA,0,2,0,3,NA,20
10293,3,0,NA,0,3,0,3,37.5,12
10294,5,0,NA,0,3,0,2,60,20
10295,5,0,NA,0,5,0,4,NA,0
10296,7,0,NA,0,6,0,3,NA,3
10297,5,0,NA,0,6,0,2,37.5,40
10298,2,0,NA,0,4,0,2,24,8
10299,2,0,NA,0,5,0,1,35,10
10300,4,0,NA,0,1,0,3,36,3
10301,6,0,NA,0,5,0,1,40,5
10302,2,0,NA,0,4,0,2,40,15
10303,5,0,0,0,2,0,2,40,5
10304,3,0,NA,0,5,0,1,32.5,100
10305,5,0,NA,0,7,0,1,40,20
10306,2,0,NA,0,7,0,2,40,10
10307,1,1,NA,0,7,1,3,30,0
10308,5,0,NA,0,3,0,4,NA,6
10309,4,0,NA,0,7,0,2,44,5
10310,3,0,NA,0,7,0,1,40,6
10311,5,0,NA,0,3,0,1,NA,10
10312,5,0,NA,0,1,0,1,40,10
10313,3,0,NA,0,3,0,2,37.5,12
10314,1,0,0,0,6,1,2,3,20
10315,4,0,NA,0,5,0,2,45,5
10316,4,0,NA,0,6,0,2,16,5
10317,2,1,NA,0,3,0,1,60,12
10318,5,0,NA,0,7,0,2,NA,2
10319,4,0,NA,0,6,0,1,40,15
10320,1,0,NA,0,7,1,2,NA,8
10321,4,0,NA,0,5,0,2,35,5
10322,4,0,NA,0,7,0,3,35,5
10323,7,0,NA,0,7,0,2,30,12
10324,3,0,NA,0,7,0,3,NA,10
10325,2,0,NA,0,5,1,3,23,4
10326,5,1,NA,0,5,0,3,NA,40
10327,2,0,NA,0,4,0,3,38,15
10328,6,0,NA,0,6,0,2,NA,5
10329,7,0,NA,0,3,0,2,NA,10
10330,6,0,NA,0,1,0,2,NA,20
10331,7,0,NA,0,1,0,2,NA,20
10332,4,0,NA,0,3,0,1,55,5
10333,1,1,0,0,5,1,4,12,2
10334,1,0,NA,0,3,1,1,25,50
10335,6,0,NA,0,7,0,3,40,20
10336,3,0,NA,0,3,0,2,36,10
10337,4,0,NA,0,4,0,2,71,0
10338,5,0,NA,0,4,0,1,45,15
10339,5,0,NA,0,7,0,1,NA,25
10340,4,0,NA,0,7,0,2,NA,6
10341,5,0,NA,0,5,0,2,45,3
10342,7,0,NA,0,7,0,3,NA,20
10343,7,0,NA,0,3,0,3,NA,5
10344,2,0,NA,0,1,0,3,NA,10
10345,1,0,NA,0,7,1,1,NA,2
10346,4,0,NA,0,6,0,3,43,20
10347,4,1,NA,0,2,0,3,40,5
10348,5,0,NA,0,2,0,1,35,10
10349,6,0,NA,0,5,0,1,NA,5
10350,3,0,NA,0,3,0,1,37.5,10
10351,3,0,NA,0,7,0,2,40,30
10352,3,1,NA,0,7,0,1,50,1
10353,6,0,NA,0,3,0,3,NA,5
10354,3,0,NA,0,5,0,2,35,50
10355,2,0,NA,0,5,0,1,40,5
10356,5,1,NA,0,4,0,2,40,5
10357,1,1,NA,0,3,0,1,35,25
10358,4,0,NA,0,3,0,3,48,5
10359,4,0,1,0,6,0,3,15,5
10360,7,1,NA,0,7,0,2,NA,5
10361,5,0,NA,0,4,0,1,60,12
10362,1,0,NA,0,3,0,3,34,7
10363,5,0,NA,0,7,0,2,31,4
10364,5,0,NA,0,3,0,1,55,25
10365,5,0,NA,0,5,0,1,62,6
10366,6,0,NA,NA,NA,0,NA,NA,1
10367,3,0,NA,0,3,0,2,25,25
10368,6,0,NA,0,7,0,3,NA,0
10369,4,0,NA,0,5,1,3,36,5
10370,4,1,NA,0,7,0,4,NA,2
10371,7,0,NA,0,7,0,3,NA,5
10372,4,1,NA,0,6,0,3,37,3
10373,4,0,NA,0,5,0,1,35,5
10374,4,0,NA,0,5,0,3,40,3
10375,1,0,1,0,3,0,3,24,6
10376,5,0,NA,0,1,0,2,NA,3
10377,2,0,NA,0,4,0,1,50,6
10378,4,0,NA,0,5,0,1,50,10
10379,7,0,NA,0,2,0,2,NA,6
10380,5,0,NA,0,7,0,3,NA,5
10381,1,0,NA,0,4,1,2,NA,5
10382,3,1,0,0,2,0,3,60,20
10383,2,0,NA,0,3,1,2,10,20
10384,5,0,NA,0,3,0,1,40,50
10385,1,0,NA,0,3,1,1,NA,10
10386,4,0,NA,0,3,0,1,40,20
10387,6,0,NA,0,6,0,3,8,6
10388,6,0,NA,0,2,0,1,NA,10
10389,2,0,NA,0,7,0,1,35,1
10390,6,0,NA,0,5,0,3,NA,3
10391,2,0,NA,0,5,0,3,20,50
10392,5,1,NA,0,7,0,5,NA,2
10393,4,1,NA,0,3,0,3,80,10
10394,1,0,NA,0,3,0,1,35,5
10395,4,0,1,0,5,0,2,60,10
10396,6,0,NA,0,3,0,1,35,10
10397,5,0,NA,0,7,0,2,40,5
10398,3,1,NA,0,5,0,1,NA,3
10399,6,1,NA,0,1,0,1,NA,5
10400,2,1,NA,0,4,0,2,37.5,10
10401,3,0,NA,0,7,0,2,40,50
10402,1,0,NA,0,5,0,3,25,15
10403,2,0,NA,0,3,0,1,NA,20
10404,7,0,NA,0,5,0,2,8,25
10405,2,0,NA,0,5,1,4,40,6
10406,7,0,NA,0,1,0,3,NA,2
10407,1,0,NA,0,7,1,1,12,8
10408,5,0,NA,0,3,0,1,35,30
10409,3,1,0,0,7,0,4,24,6
10410,5,0,NA,0,3,0,3,8,3
10411,5,0,NA,0,1,0,2,40,5
10412,2,0,NA,0,6,0,1,42,10
10413,1,1,NA,0,5,1,2,15,6
10414,2,0,1,0,4,0,2,20,10
10415,3,0,NA,0,5,0,1,37.5,3
10416,4,0,0,0,5,0,3,40,4
10417,3,0,NA,0,7,0,2,37.5,5
10418,1,0,0,0,6,1,2,8,2
10419,1,0,NA,0,5,0,1,40,8
10420,4,0,NA,0,1,0,2,40,4
10421,3,0,NA,0,5,0,1,37.5,8
10422,7,0,NA,0,7,0,3,NA,12
10423,1,0,NA,0,5,1,3,10,7
10424,4,0,NA,0,5,0,1,37.5,10
10425,3,0,NA,0,3,0,1,60,10
10426,4,0,NA,0,4,0,3,40,5
10427,1,0,NA,0,4,0,1,20,15
10428,7,0,NA,0,4,0,2,NA,10
10429,5,0,NA,0,3,0,1,NA,8
10430,6,0,NA,0,3,0,1,NA,10
10431,1,0,0,0,6,1,2,25,4
10432,4,0,0,0,3,1,3,35,10
10433,4,0,NA,0,3,0,2,50,25
10434,7,0,NA,0,1,0,2,NA,7
10435,2,0,NA,0,7,0,3,37.5,3
10436,3,0,NA,0,2,0,2,40,20
10437,5,0,NA,0,7,0,2,NA,2
10438,4,0,NA,0,3,0,3,NA,10
10439,5,0,NA,0,5,0,1,35,20
10440,3,0,NA,0,5,0,2,20,5
10441,6,0,NA,0,5,0,3,NA,10
10442,4,0,NA,0,7,0,2,NA,5
10443,5,1,NA,0,5,0,2,60,6
10444,5,0,1,0,3,0,1,60,15
10445,6,0,NA,0,7,0,1,6,9
10446,5,0,NA,0,2,0,1,35,40
10447,2,0,NA,0,6,0,1,30,5
10448,5,0,NA,0,7,0,1,20,10
10449,7,0,NA,0,7,0,3,NA,20
10450,2,0,NA,0,7,0,1,35,10
10451,6,0,NA,0,6,0,3,NA,20
10452,2,0,NA,0,5,0,2,48,20
10453,3,0,0,0,7,0,3,80,3
10454,6,0,NA,0,1,0,1,20,NA
10455,5,0,NA,0,3,0,2,40,2
10456,4,0,NA,0,3,0,2,40,12
10457,4,0,NA,0,4,0,2,48,2
10458,6,0,NA,0,7,0,1,35,10
10459,1,0,0,0,3,1,3,40,3
10460,3,0,NA,0,5,0,2,55,30
10461,1,1,NA,0,4,1,1,25,20
10462,1,0,NA,0,5,0,1,55,50
10463,5,0,NA,0,4,0,1,60,100
10464,5,0,NA,0,5,0,1,35,8
10465,5,0,NA,0,4,0,1,40,12
10466,5,1,0,0,6,0,4,NA,8
10467,4,0,NA,0,7,0,1,NA,100
10468,5,0,NA,0,7,0,2,35,10
10469,5,0,NA,0,2,0,2,40,10
10470,5,0,NA,0,5,0,3,NA,0
10471,4,1,NA,0,3,0,2,55,5
10472,1,1,NA,0,4,1,2,20,4
10473,3,0,NA,0,5,0,3,40,10
10474,1,0,NA,0,5,1,2,NA,6
10475,7,0,NA,0,5,0,2,NA,4
10476,3,0,NA,0,6,0,2,35,20
10477,6,0,NA,0,7,0,1,NA,4
10478,7,0,NA,0,5,0,1,NA,10
10479,4,1,NA,0,4,0,1,NA,20
10480,5,0,NA,0,7,0,1,NA,10
10481,5,0,NA,0,5,0,2,25,2
10482,3,0,NA,0,2,0,4,40,4
10483,5,0,NA,0,4,0,1,37.5,12
10484,6,0,NA,0,7,0,3,NA,4
10485,2,0,NA,0,7,0,2,NA,5
10486,4,0,NA,0,5,0,1,57,10
10487,5,0,NA,0,7,0,1,40,20
10488,4,0,NA,0,5,0,1,20,3
10489,3,0,NA,0,7,0,4,NA,10
10490,5,0,NA,0,3,0,1,NA,20
10491,5,0,NA,0,3,0,1,40,25
10492,3,0,NA,0,2,0,2,40,6
10493,3,0,NA,0,2,0,1,60,10
10494,2,1,NA,0,3,0,2,42,20
10495,6,0,NA,0,7,0,2,NA,20
10496,7,0,NA,0,7,0,1,NA,5
10497,1,0,NA,0,3,0,3,40,7
10498,1,0,NA,0,3,1,2,NA,10
10499,4,0,NA,0,1,0,2,35,10
10500,6,0,NA,0,5,0,1,NA,7
10501,4,0,NA,0,3,0,1,33,2
10502,5,0,NA,0,5,0,2,NA,6
10503,6,1,NA,0,1,0,1,30,6
10504,6,1,NA,0,6,0,3,NA,6
10505,6,0,NA,0,7,0,3,NA,4
10506,3,0,NA,0,6,0,1,37.5,15
10507,6,0,NA,0,2,0,3,NA,10
10508,1,0,NA,0,7,1,1,NA,10
10509,6,0,NA,0,5,0,2,NA,15
10510,5,0,NA,0,4,0,1,35,10
10511,5,0,NA,0,5,0,2,NA,3
10512,1,1,0,0,7,1,2,50,7
10513,4,0,NA,0,7,0,3,48,5
10514,1,0,NA,0,6,1,2,40,10
10515,7,0,NA,0,6,0,1,NA,5
10516,5,0,NA,0,6,0,3,NA,20
10517,4,0,NA,0,5,0,4,40,6
10518,5,0,NA,0,3,0,3,NA,4
10519,4,0,NA,0,5,0,3,37.5,10
10520,6,NA,NA,NA,NA,0,2,2.5,7
10521,6,0,NA,0,4,0,1,NA,3
10522,4,0,NA,0,5,0,1,80,30
10523,1,0,0,0,7,1,2,NA,15
10524,1,0,NA,0,7,0,2,2,4
10525,6,0,NA,0,5,0,2,NA,2
10526,5,0,NA,0,2,0,2,40,NA
10527,5,0,NA,0,6,0,1,35,10
10528,6,NA,NA,NA,NA,0,3,NA,4
10529,4,0,NA,0,3,0,1,35,6
10530,1,0,NA,0,7,1,3,40,2
10531,4,0,NA,0,4,0,2,40,10
10532,3,0,NA,0,NA,0,3,45,3
10533,2,0,NA,1,3,0,3,40,NA
10534,2,0,NA,0,5,0,3,36.2,6
